"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.0747271045505047,0.00533718967210867,5.74180159838479e-05,0.0031749618074903,0.00269695329488081,0.00942006415640622,0.0213637287701219,0.0494346727284574,1.33231514964208e-05,0.123655769170215
0.0745758680823485,0.00715286197609318,7.12310081325748e-05,0.00320607569962731,0.00273934207772496,0.0105489583198161,0.0213397678577461,0.0488983644326476,1.27445828892524e-05,0.1171702107328
0.0396444909890883,0.00735449546602,6.64149917921755e-05,0.00500807224889945,0.00257431458177138,0.0129115028937195,0.02096292562917,0.0531105733530171,1.59311446166949e-05,0.117134532576624
0.0356363195449828,0.00990842063641588,7.31525307238851e-05,0.00870038391794469,0.00194291590610169,0.0128291919753415,0.0210248304442011,0.0456271407548209,1.91934137579737e-05,0.144046660692437
0.0432040794924929,0.00931701963457012,6.90530050473598e-05,0.00198010605937833,0.00244636707011695,0.0128835611605045,0.0280069178708489,0.0456457095153294,2.15864450863956e-05,0.107787929638359
0.0380130496837742,0.00868400098502633,5.59152696741169e-05,0.00417554545064463,0.00287247625793045,0.00915842562805434,0.00989340115245914,0.0445300915371433,2.60678285433808e-05,0.107154335669917
0.0379539766109933,0.00904102587337096,0.000116644751462941,0.00694860781270111,0.00323466801024353,0.0114661632647938,0.0101690877361491,0.0449807820470829,2.61738163774985e-05,0.0973021906685602
0.13365674673825,0.00913236436247729,6.91399405032449e-05,0.00256859631684871,0.00380463502131182,0.0114761979173601,0.0058770535895525,0.0446590817564709,1.62305101139219e-05,0.0962081187801712
0.0865643951138554,0.00922877935775844,0.000200360392984047,0.0111061653193859,0.00309525390854134,0.00886743975666964,0.00748835467953461,0.0451682810498156,1.50701533621499e-05,0.0961538311448805
0.0248814939589673,0.0092875611387344,0.000206978444634747,0.00971094300753945,0.00298253892680307,0.00882920233209038,0.00712839482261986,0.0434107671875833,1.94713410840263e-05,0.0937444516100612
0.0249564627123334,0.00620117035230194,0.000143241909787231,0.00943368417936376,0.00285664353511581,0.00880126302875016,0.00767185803917637,0.0440130324006159,1.65007562198145e-05,0.0941957825805943
0.0593455524096123,0.00906251591132928,4.2680297212338e-05,0.00949038984510698,0.00279221442247051,0.00887984556455043,0.00785638667926801,0.0533985837633872,1.33993341239847e-05,0.0670984613881662
0.0593063246239392,0.00548050162952731,3.39997095349248e-05,0.00215806136764598,0.00290909038877238,0.00885158869083303,0.00780981146970092,0.0523002231373073,2.07520559081392e-05,0.0801467692796139
0.087635777863799,0.0067711796885305,2.23804541806038e-05,0.00220389523240309,0.00275207640042066,0.00886626008962808,0.00788584521460788,0.0523545725682339,2.84663500697344e-05,0.080123630678396
0.107317874350427,0.00588271278646133,1.58126408587284e-05,0.00192570367120263,0.00269174453302537,0.013582101187869,0.00510846366500198,0.0473790231159251,1.93218123477909e-05,0.078864343664535
0.0546482367570414,0.00667804737924511,1.2317632344756e-05,0.0037847821809621,0.00202062366634586,0.0135876512735941,0.00514957128039637,0.0475871456623514,1.23102573506793e-05,0.0788797331326295
0.0577697842154122,0.00530286750351792,1.28341165167068e-05,0.00484044062028875,0.00158881372952269,0.0134798398577916,0.0110999373210056,0.0633343512620712,1.18036833007831e-05,0.0778210039884348
