"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1.80615787995968,8.4592714114877e-07,0.000550012917195368,0.0526682028523059,1.15795860556414e-06,0.212627556837907,0.211722492369531,0.118260453390355,0.258201485714327,0.00240583567721433
1.8168521385757,1.49292962092236e-06,0.000706411172660049,0.0526278642764004,1.01742005883383e-06,0.209002510486064,0.223041312841849,0.195205170072243,0.247610830532472,0.00320320472442068
1.78082668958463,1.11339515454662e-06,0.000530286946714597,0.0770929022316663,8.81698194018086e-07,0.214619999411302,0.225472492546159,0.142473061915898,0.259683716089746,0.00293338200035219
1.68404264473977,8.03258066755579e-07,0.000554079654897471,0.0781282659713591,9.18388733479241e-07,0.216002680159345,0.225417470985113,0.140849848259331,0.280471548335462,0.00485925603342516
2.09489114563521,9.16288513251358e-07,0.000801000875647986,0.0788671685083379,7.10612796673031e-07,0.147980495031115,0.196712917355402,0.165622632544891,0.321241512586689,0.00236625139132182
2.10305012076429,7.66905024411346e-07,0.000722274616136713,0.0806411228713201,6.40522341898463e-07,0.147685078872619,0.201257386266485,0.164523921477806,0.402601716444279,0.00378401625175933
2.42860491021406,4.52300858936721e-07,0.000713306165768632,0.0797327212450699,3.34951358109655e-07,0.214375219685651,0.225518807989669,0.150576662405171,0.426757455298243,0.00404364669047103
1.97877618472088,4.45393075861574e-07,0.000758301639537029,0.0568723670384618,3.16733387586989e-07,0.214446657325204,0.223401599789142,0.153846015811292,0.425928983758915,0.00334658922785336
1.96186379462213,4.31686051058599e-07,0.00100949493276423,0.056725530848845,3.71008885729626e-07,0.202657698771906,0.222960357403326,0.148523231840581,0.42758079709334,0.00403078399355212
2.0827733444578,3.78537343183332e-07,0.000977236810554435,0.0569262938925062,4.17526756266647e-07,0.198597986658532,0.183870218708968,0.149266742018945,0.474275786306766,0.00377475091815919
2.05883262734033,4.09484134205443e-07,0.000954681328786242,0.0707556863649527,4.92351623391103e-07,0.0942849850826025,0.227842211501803,0.149676043192792,0.470626222400354,0.00264250835669314
