"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","s1","s2","y"
-0.201072979324524,0.0174313495936472,0.245090011566973,0.456447599214325,0.637918831460956,0.785270204150922,0.891938704793271,0.940793677342827,0.908513544537284,0.781894333827918,0.576434656840134,0.343978343276805,0.16030726271729,0.0951641694305251,0.180155675920874,0.393676456381162,0.671320474806565,0.933486086017902,1.11351867336998,1.17486460621633,0.210602745879441,0.689124073600397,1.96036812208291
0.59075518063676,0.259623194330753,-0.0868379879346091,-0.387215987648507,-0.59930172563359,-0.699493810956596,-0.680012985735231,-0.553696315348736,-0.362020510861667,-0.172183210338568,-0.0549127037301687,-0.0513084564745509,-0.148841695465693,-0.283066085264401,-0.365920991221261,-0.32588337824165,-0.139595032485167,0.159241991625292,0.495187554730105,0.780757014218295,0.114786378573626,0.610774530563504,2.17654538281161
0.0284780811962632,0.0906487252536988,0.127967317175059,0.154464603483837,0.197618900277322,0.276443680740333,0.386024872492355,0.499891412102917,0.588125417643247,0.637922613529737,0.661736973709748,0.686471026153661,0.730237138560237,0.783170718942294,0.808185249025622,0.764400370456371,0.63790991233147,0.456027576119716,0.271780526058136,0.128944044991755,0.145364066585898,0.930306917522103,2.0936866430212
1.73460577198412,1.34355071717788,0.946608766006087,0.616436041364087,0.421139244180008,0.394963378397184,0.515101191676193,0.700800886261274,0.841220891187289,0.841400574397201,0.663020621139952,0.338473582409588,-0.0477120792900966,-0.398080307486238,-0.641270035523488,-0.753635568036585,-0.757408134916827,-0.701031859160251,-0.634224456186283,-0.589769450046842,0.309932197909802,0.68476700107567,2.44447469572124
-0.215683087116126,-0.0650214960026498,0.0978806177764771,0.273450391580438,0.45449938347851,0.628049940704588,0.786869611256945,0.938336931063627,1.09997234064759,1.28163238143391,1.46552322891343,1.59889305779717,1.6080292247863,1.42979136254072,1.04578876764581,0.501085483316538,-0.103951798945657,-0.646657215716097,-1.02473292944942,-1.18797816373489,0.150242058327422,0.33153260499239,1.38490380315167
-0.563900097952227,-0.376223804075785,-0.068289083993323,0.3415170444885,0.795827348627354,1.21322396325538,1.51430683699097,1.64686546539316,1.59929359248348,1.39829524327091,1.09461645862358,0.745273437244526,0.400659817352052,0.0999450444195761,-0.12845466074646,-0.267295242940758,-0.314210375356006,-0.285300701562602,-0.213348220922136,-0.138901536382328,0.526681731687859,0.741478353040293,2.14277270401602
0.274104224352966,0.331218626277903,0.321565239602565,0.261364162085051,0.159226189321922,0.0188174238462326,-0.153463012929999,-0.344589529275106,-0.538939660756544,-0.726280729873937,-0.905785790218687,-1.08166239150823,-1.25339812597075,-1.40830569301874,-1.5223378981136,-1.56901509133436,-1.53086664252312,-1.40672423882199,-1.21146989942803,-0.969749038862711,0.117897983407602,0.4030219046399,1.42192962727318
-1.61348954632476,-1.58315295888995,-1.52463620882977,-1.41185885741152,-1.26015959537823,-1.11894584868199,-1.04191685359829,-1.05569540004599,-1.14924771914423,-1.28819746328555,-1.43706603528417,-1.56932061554069,-1.66158186613756,-1.68565514692052,-1.61220972996725,-1.42469238067483,-1.12917707159437,-0.749147980017688,-0.309827527862798,0.171836308801114,0.477292852010578,0.395896341186017,0.802739112040811
0.869330456071525,1.02308009023409,1.12391547581124,1.14117807912137,1.07503989494417,0.96147157019091,0.86011335979906,0.825465869073398,0.876465403993338,0.986581088976197,1.10473799830938,1.19380368044745,1.25851268524628,1.34200042405166,1.49326751014742,1.72809068236503,2.00912695932299,2.25751200356944,2.38884809863177,2.35300893783623,0.308382817544043,0.0994718240108341,0.719455554289481
-0.498044851849434,-0.376166919363992,-0.290194963842717,-0.228544730714336,-0.197372651706673,-0.214337239836373,-0.289128544826044,-0.408565466789872,-0.539395818270089,-0.646352846187464,-0.710448493115558,-0.733595061879054,-0.728341012453788,-0.703779541430853,-0.660119126413397,-0.594940759855694,-0.513084514762777,-0.429461645667822,-0.362017122804627,-0.322648441599363,0.305229067336768,0.122000196017325,2.26007339686188
