"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.277437799730847,0,0.00221481032592819,0.11857800579765,0,0.109800314950982,0.0973661301892471,0.230349488480037,0,0.000783153079544883
0.254186308187487,0.000868958410235633,0,0.114842986571101,0,0.109318285670758,0.0834452154183844,0.214700723585251,0,0
0.253432307471966,0.000702755690960092,0.000106477603226122,0.114971385440002,0,0.111474481393805,0.0925693658297702,0.233443896405206,0.00060468560136015,2.43640730359859e-05
0.245522075793186,0.00103308567092617,0,0.115841693666483,0,0.109090440412218,0.095747175361495,0.258321485636917,0,0
0.231700552838968,0,0,0.115887566121828,0.000216557766752765,0.110530599536671,0.0919718250576484,0.249088978547434,0.000211827674655104,0.00275059470280192
0.233620516770321,0,0,0.116455159308396,0.00202226575985458,0.113525626246072,0.0840100390956288,0.238732301187575,0.000547422991405602,0
0.236512666599578,0,0,0.112186568928065,0.00150587969799308,0.109470014200162,0.0917891630028782,0.243394730380771,4.01769868083462e-05,0.000639383734805518
0.245590776059225,0,0,0.114800092098308,0.000717286067233084,0.10934993163639,0.0844479490641463,0.244148984324823,0,0
0.244552761288845,0,0,0.119623559736304,0.000253672252708804,0.109625781483987,0.085299227382786,0.23522588949814,0,0
0.249509247056927,0,0,0.118997119182667,0,0.10934897783984,0.0774978610993019,0.219315352203497,0,0
0.244172584163793,0,0,0.118885651202681,0,0.109696316100424,0.0764108473723358,0.22006997102023,0,0
0.264299788261069,0,0,0.122698699652232,0,0.108935569956877,0.0777277256014838,0.210281133329582,0.000351582679671003,0
0.25147318846471,0.00099841415420053,0,0.121658154684144,0,0.107833274262849,0.0737957336242798,0.209654655482014,0,0.000464691590815823
0.269484996749005,0,0,0.121690469502465,0,0.107636038060188,0.0739370916867689,0.211884847180839,0,0.00110993825632387
0.234286577797477,0,0,0.121890662435851,0,0.110104123555838,0.0719750258363091,0.22943579474002,0,0
0.228880375327201,0.00110710807348164,9.65412412724381e-05,0.11342930635315,0,0.110197850862288,0.069447359197101,0.211423495843026,0,0
0.231509745070145,0,0,0.113426548258146,0.00031535830193097,0.108950546262831,0.0828642264787186,0.202712527982261,0,0
0.212063859557317,0,0,0.11122079194653,0,0.108866160906469,0.0981333753894498,0.20599847124628,0,0
0.228116642594733,0,0,0.11056788601353,0,0.108616273624523,0.107020863180078,0.200547660985064,0,0
0.218377145985639,0,0,0.1127468857087,8.37069327026541e-05,0.108880821096804,0.102221307356322,0.213128530885469,0,0
0.222036391691706,0.000361596953346324,0,0.110033684719916,0,0.10821345116183,0.0841390236246618,0.249408179667488,0,0
0.220409863092753,0,0.00144609480939537,0.113514299011441,0,0.110870152595718,0.0900719095956367,0.250904922984581,0,0
0.225378512163041,0,1.977453047107e-05,0.113791156965846,0.000320986385042396,0.110583510016769,0.0860411555959273,0.244249935699465,0,0
