"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.172732836618585,0,0,0.0773459574642045,0,0.0645004812864607,0.0833618061829411,0.151274876427285,0.0006788175250974,0
0.188066094202041,0,0,0.0780211947787921,0,0.0643802776492591,0.0733249330980673,0.152638425457664,0.000215158823278801,0.000311195821210586
0.189122122371249,0,0,0.0795047220016582,8.18812012844811e-05,0.0642836127640811,0.0761959942432773,0.15074318855939,0,0
0.188638445173134,0,1.96835861113187e-06,0.0792723810024773,7.83986235317058e-06,0.0651158584997574,0.0743623322576337,0.151223798336059,0,0.000341992165816238
0.182677499010746,0,0,0.0786504692882549,0,0.0651962505689113,0.0675235073997074,0.162143737507536,0,0
0.181199353427867,0,0,0.0871658481829366,0,0.0649296186627859,0.0753205003035972,0.164007352996773,0,0.000143112097796428
0.180548315745097,0,0,0.0827860460994295,0,0.0646187867327939,0.0745515375472686,0.148069846999983,0,0
0.157989614632237,0,0,0.0924571813946513,0,0.0656761796671787,0.0617349766293444,0.153791126043831,0,0
0.16616218798072,0,0,0.0923814992059192,0,0.0649604044194327,0.0631541523716133,0.157441929251909,0,4.23385743771249e-05
0.151540161919253,8.64586880813873e-05,0,0.0872737056499208,0,0.0654809570956281,0.0857862432670878,0.169064925330527,0,0
0.154208183914719,0,0,0.0924256336591464,0,0.0652941028417746,0.0822524398797338,0.164158383754296,0,0
0.164265438135292,0,4.95874639622786e-05,0.0915733375737083,0,0.0657337051622236,0.0752238535532767,0.167961575953534,0,0
0.164068803533666,0.000127007513506042,0,0.088101843399215,0,0.0659505510808222,0.0741679034460182,0.180678389373771,0,0.00024963709004854
0.178901359551177,0,0,0.0867787990875853,2.30296962932183e-05,0.0652005080800665,0.0669037377970508,0.179094116851863,0,0.00100580757457276
0.151356792260125,0,0.000683525272337712,0.0942978844862223,0,0.0654063957101389,0.0880899763743145,0.15767728514656,0,0
0.156455419065306,0,4.21940743908916e-05,0.0784671490593236,0,0.06425870228957,0.0616990453481514,0.137525052310834,0,0
0.173503224696464,0,0.00010864807361384,0.0709992926061619,0,0.0626723735363872,0.0715921237029136,0.134099790653479,0,0.00031628612774021
0.173178801876604,0,0,0.0717583102958542,0,0.0628439588485162,0.0715673321276253,0.160214785345604,0.000352222452969037,0.00159686471980457
0.16893431913094,0,0,0.0682709159763226,0,0.0624864417613574,0.0792082253906991,0.168593276477299,0,0
0.173744416824658,0.000305310475767505,0,0.0699982766490996,0,0.0617215383734339,0.0786393665309515,0.144845609663125,0,0
0.1776132417607,0.000338329772073122,0.000161063732709021,0.0649186358697208,0,0.0613702124276667,0.0675598107020842,0.142646830240059,0,0
0.18247355746762,0,0.000493497061548545,0.0801249371984704,0,0.0619595915163195,0.0761538731070462,0.157961328656268,0,0
0.167574843390204,0,0,0.0603336402834022,0,0.0607087539735027,0.0764284577298391,0.142313360048108,0,0
0.165626409358317,0,0,0.0726191704495563,0,0.0606670548054569,0.0735404723846953,0.143990753685396,0,0
0.172640076096544,0,0,0.0774618821494397,0,0.0606898605853976,0.0816379811681821,0.14160363826861,0,0.000455781775743524
0.172033636048932,0,0,0.0744829050008477,0,0.0600756904715143,0.0810531902360632,0.163718841278347,0,8.03159819024735e-05
0.160853595234338,0,0.00104174051839438,0.0692699365014072,0,0.0613361855593691,0.0856916111782715,0.148218305439942,0,0
0.150574899363381,0,0,0.0695890511383535,0,0.0616533519664076,0.0702823154025084,0.141074123241163,0.00161413161128382,0
0.148392380878367,0,0,0.0697559704379763,1.4634307421893e-05,0.0610423676829579,0.0784155267252378,0.14794098296475,1.07568894965049e-06,0
0.136418374195082,0,0,0.0659303845144492,0,0.0608033021539397,0.0706530031071401,0.14847194454138,0,0
0.150955886280531,0,0,0.0660420872982639,0.000538993093713067,0.0595032498121941,0.0690985719362614,0.151228852583623,0,0
0.149990935988351,0,0,0.0623815616407684,0,0.0596806155912853,0.0727659484521722,0.155028014627008,0,4.20255765188338e-05
0.14991695406985,0,0,0.064642151606092,0,0.0603081276958294,0.073813863130209,0.140132886208005,0,0
0.143827736508817,0,0,0.0789213339944659,0,0.0602092981209469,0.0730866135539032,0.140255944755414,0,0
0.153370513749627,0,0,0.096861383327916,0,0.0602299745174844,0.0858798653713588,0.153758432500369,0,0
0.151846418462622,0,0,0.105665876983111,0,0.0612634993352661,0.0907092079849626,0.157705883383806,0,0
0.159393007267805,0.000681517088349118,0,0.109045464062858,0,0.0612156020731683,0.0607171758742979,0.161279178723808,0,0
0.14344111567349,0.000283897192336325,0,0.0982996552110957,0,0.0610342697080561,0.0667806155218568,0.12788950332381,0,0
