"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.288318561848681,0,0,0.129695054739758,0.000767169928032376,0.100339894967304,0.164429918674857,0.290389276806591,0.000546765196777141,0.000246740539649056
0.299793425529575,0,0.000218995030752109,0.130488516677321,0,0.0991621975035642,0.163207003871968,0.284658879906782,0.000288173515377299,0
0.30908825031414,0.00094118244101779,0,0.128329201485591,0,0.0984331780383087,0.15941293038292,0.273215606098756,0.00100947959176506,0
0.313454807861493,0.000313802262142199,0,0.128326200261653,0,0.102614748133842,0.158480875869445,0.288484953830988,0.000961066673812042,0
0.302758917317974,0.000318042084632947,0,0.128849716139573,0.000776320705283245,0.10281313189468,0.153656020033806,0.275308927937467,0.00245634694985633,0
0.318156517033526,0.000687753787873774,0,0.128272644122939,0,0.10288261298913,0.154299366476702,0.276861385718118,0,1.36387200183237e-05
0.32211998754598,0,0.000469068652197445,0.127895532570246,0.00108577279168968,0.103866583515658,0.155028023105984,0.308995308973349,0.00307796412925128,0
0.32268935079213,0,0,0.128467809892943,9.11593520511178e-06,0.0985571869094275,0.157447488857269,0.310524346090211,0,0
0.308251891178937,0,0.000268128172747164,0.128070981352983,0.000145872385381808,0.0992186508226378,0.162729174396306,0.338823261564486,0.00274814684068353,0
0.305948095153745,0,0,0.126766244054975,1.62777297847694e-06,0.099015875756398,0.170950496370618,0.33849263095753,0,0
0.302328086375385,0,0.00103705645308085,0.126908633291234,0,0.0999977089846487,0.174797822405695,0.317307249632672,0.000251748384294076,0
0.275296882108002,0,0,0.127630407461146,0,0.100071284695713,0.161383294783757,0.323080539640826,0,0
0.277604165751026,0,0.000351741319051233,0.128011119696611,0,0.0984962944640886,0.158161033192467,0.303628862772489,0,0
0.271158340618114,0,0,0.128230075040868,0,0.0988185402650719,0.158312787458046,0.280485889340984,0,0
0.277426011166456,0,0,0.12530120393347,0,0.097869800301374,0.158183974684891,0.28556300559888,0,0
0.280825609216231,0.000329379283176043,0,0.123524606126751,0,0.098884490812843,0.159701811137071,0.274237095015957,0,0
0.268332333120854,0,0,0.124179129389725,0.000314913494877167,0.0986539346642692,0.157634398413916,0.274721706646245,0,0
